1	386
2	358
3	741
4	593
5	679
6	15
7	841
8	515
9	441
10	547
11	674
12	321
13	521
14	580
15	224
16	650
17	635
18	800
19	330
20	645
21	962
22	932
23	954
24	567
25	834
26	655
27	382
28	136
29	773
30	287
31	694
32	694
33	85
34	445
35	874
36	864
37	303
38	402
39	415
40	902
41	394
42	293
43	930
44	921
45	702
46	807
47	712
48	126
49	460
50	94
51	947
52	848
53	576
54	790
55	66
56	140
57	615
58	335
59	901
60	482
61	540
62	173
63	901
64	742
65	510
66	726
67	337
68	174
69	404
70	123
71	600
72	910
73	536
74	184
75	675
76	687
77	805
78	428
79	954
80	737
81	461
82	438
83	304
84	790
85	567
86	177
87	699
88	537
89	279
90	816
91	278
92	689
93	397
94	761
95	956
96	485
97	109
98	35
99	594
100	747
101	236
102	807
103	143
104	443
105	771
106	486
107	665
108	15
109	348
110	182
111	846
112	681
113	778
114	412
115	233
116	822
117	272
118	696
119	21
120	378
121	814
122	953
123	855
124	774
125	941
126	330
127	229
128	447
129	171
130	363
131	166
132	443
133	332
134	992
135	869
136	64
137	407
138	407
139	152
140	833
141	952
142	390
143	250
144	744
145	71
146	420
147	797
148	389
149	893
150	965
151	163
152	674
153	430
154	385
155	960
156	849
157	837
158	699
159	707
160	168
161	552
162	998
163	365
164	49
165	588
166	558
167	944
168	421
169	208
170	573
171	126
172	265
173	227
174	377
175	233
176	703
177	712
178	471
179	558
180	994
181	420
182	821
183	682
184	411
185	575
186	684
187	115
188	365
189	229
190	833
191	138
192	680
193	246
194	458
195	64
196	233
197	146
198	110
199	394
200	905
201	960
202	464
203	39
204	471
205	854
206	359
207	861
208	99
209	309
210	153
211	658
212	511
213	231
214	339
215	817
216	825
217	114
218	656
219	846
220	791
221	396
222	821
223	861
224	525
225	360
226	682
227	514
228	668
229	11
230	655
231	991
232	876
233	748
